loan_word;purist_equivalent_edited
defalqueren;afkorten, aftrekken, afsnijden, wegneemen
default;versuym
defaveur;ongunst, wangunst
defect;gebrek, ontbreeking, missing, mangel
Defect;gebrekelijk, ontbrekelijk
defectie;afval, afwijking, afstant
defectijf;gebrekelijk, gebrekelijker wijse, ontbrekelijk,ontbrekelijker wijse
defence;
defenderen;verweeren, verdaadigen
defendeur;verweerder, verdaadiger, beschermer, beschutter,voorstander
defensie;verweering, verdaading, bescherming, beschutting
defensif en offensif;verdaadigender en beschadigender wijse, verdaadigendeen beschadigende, verweerende en beschadigende, verweerender enbeschadigender wijse, beschuttender wijse en beschadigender wijse, beschuttendeen beschadigende, beschermende en beschadigende, beschermender enbeschadigender wijse, verweerende en anleggende
defensif;verweerende, verweerender wijse, verdaadigende, verdaadigenderwijse, beschuttende, beschuttender wijse, beschermende, beschermender wijse
defensif;weerbaar, beschutbaar, verweerbaar, beschermbaar
defereren;opdraagen, overdraagen, gedraagen
Deficieren;afvallen, verlaaten, afwijken
deficieren;gebreken, in gebreke blijven, ontbreken, versuymen, missen
defieren;wantrouwen, mistrouwen, niet betrouwen
definibel;bepaalbaar, uytbeeldelijk, ontwerpelijk, af-paalbaar
definieren;bepaalen, af-paalen, scheyden, eynd scheyden, beschrijven
Definieren;uytspreeken, verklaaren, eynden
definitie;bepaaling, af-paaling, scheyding, beschrijving
definitijf vonnis;eynd-oordeel, siet vonnis definitijf
definitijf;bepaalt, heel af-gedaan, uytgesprooken
definitive sententie;eynd-oordeel, siet sententie definitif
definitivelijk;uyteyndelijk
deflecteren;af-wijken, af-wenden, af-keeren, buygen en vouwen
deflectie;af-buyging, helling, af-wending, af-keering
defloratie;onteering, schoffeering, schending, verderving
defloreren;onteeren, schoffeeren, schenden, verderven
deflueren;af-vloeyen
defluxie;af-vloeying, sinking
deform;leelijk, mismaakt, af-sigtig
deformeren;leelijk maaken, ontsieren, mismaaken
defraudatie;bedrieging, bedrog, verkorting, beschadiging
defrauderen;bedriegen, verkorten, beschadigen, veroordeelen
defrayeren;kost-vry houden, kost-vryen, vry houden
degeneratie;ontaarding
degenereren;ontaarden
degouteren;onsmaakelijk maaken, wansmaaken, walgen
degradatie;vernedering, af-setting
degraderen;vernederen, af-setten
deguiseren;vermonden, vermommen
dehortatie;afmaaning, ontraading, afraading
dehorteren;afmaanen, ontraaden, afraaden
deite;Godheyd
dejectie;afwerping, nederwerping
dejicieren;afwerpen, nederwerpen, ter aarden werpen
deken;overman, die om eenige opsigt te hebben over eenige andere gekorenword
dekenschap;overmanschap
delaberen;af-sijgen, sakken, vallen, vervallen, ontvallen
delateur;verklikker, beklapper, anbrenger
delatie;overdraaging, opdraaging
delay;
delayeren;
delectatie;verlustiging, vermaak
delecteren;verlustigen
delectie;verkiesing
delegatie;beveeling, belasting, bevel-geeving, last-geeving
delegeerde regters;gestelde en gewese regters, zijn die in sommige buytengewoonelijke saaken, daar over de gewoonelijke regters weygeren, nietkonnen regt doen, gestelt worden en gekosen als regters, om daarover regt te doen
delegeerde;af-gevaerdigde, af-gesant, af-gesondene
delegeert;af-gevaerdigt, af-gesonde, gesonde
delegeren;bevelen, belasten, bevel geeven, lastgeeven
deliberatie;beraading, besinning, overleg, opset
delibereren;beraaden, besinnen, overleggen, overweegen, raad slaan
delicaat;teer, sagt, lekker
delict;misdaad, overtreeding, sonde, ondaad
deligeren;verkiesen, uytleesen
deliniatie;betrek, bewerp, ontwerp
delinieren;afpaalen, afmeten, afteykenen, afstreepen, met streepen afbeelden, afteykenen
delinquant;misdaadige, misdaader, overtreeder, misdoender
delinqueren;misdoen, overtreeden, sondigen, verbeuren
deliratie;suffing, sotheyd, raaskalling, mijmering
delireren;suffen, sinneloos zijn, revelen, raaskallen, mijmeren
delivrantie;bevryding
delivreren;bevryden
delogeren;verhuysen, verplaatsen
demandatie;beveeling
demandement;bevel
demanderen;beveelen
demanteleren;ontwallen, ontvesten, ontmantelen
demanueren;voortvlieten, vervloeyen, uytlekken
dementij;loogen verwijt
demigratie;verhuysing
demigreren;verhuysen
demissie;vernedering, af-setting, af-dank, af-danking
demitteren;af-laaten gaan, af-senden, af-setten, af-danken
democratie;volks heerschappye, volks regering, volks heersching
demolieren;verdelgen, af-breeken, uytrooyen
demolitie;verdelging, af-breeking, uytroojing
demoniaak;verrukte van sinnen, kranksinnige, onsinnige, dolle, besetene
demonstratie;betooning, betooging, vertoog, bewijs
demonstratijf;betooglijk, anwijsend
demonstreren;betoonen, bewijsen
demoveren;verplaatsen, afkeeren, ontwenden
denieren;ontseggen, logenen
denominatie;noeming, naa-noeming, afnoeming
denominatijf;afnoemig, naamagtig, naamstammig
denomineren;afnoemen, benoemen
denotatie;betekening, beduyding
denoteren;betekenen, beduyden
densiteyt;dikheyd
densitude;digtheyd, gedrongenheyd, dikheyd
dentitie;tanding
denumerabel;aftelbaar, aftellijk
denumeratie;aftelling, afrekening
denumereren;aftellen, afrekenen
denunciatie;ankondiging, ansegging, verkondiging, waarschouwing, dreygingbood-schapping
denuncieren;ankondigen, anseggen, waarschouwen, boodschappen eenig ding,ontbieden
depecheren;afvaerdigen, opmaaken, uytgeeven
depeches;afvaerdigingen
depelleren;verdrijven, verjaagen, uytstooten
dependent;afhangend, ergens toebehoorende
dependentie;afhanging, afhangentheyd, aanhanging, vanhanging
dependere;afhangen, vanhangen, anhangen, ergens toebehooren, ankleeven
depictie;af-schildering, afmaaling
depingeren;af-schilderen, afmaalen
deplorabel;beschreyelijk, beweenelijk
deploratie;beschreying, beweening
deploreren;beweenen, beschreyen
deponent;getuyge, oorkonder
Deponeren;af-seggen, af-stellen, nederleggen, nedersetten, uytsetten
deponeren;getuygen, oorkonden, tuygen, getuygen in regte, verklaaren, in regteverklaaren
deportement;af-setting, als iemant uyt sijn ampt geset word
deporteren;af-setten
deposant;getuyge, oorkonder, getuyger, die iets getuygt waar te zijn
deposante;getuyge, getuygster, die iets getuygt
deposeren;getuygen, betuygen, oorkonden, getuygenis der waarheyd geeven,verklaaren, verklaaring doen, getuygen in regte, in regte verklaaren
depositie;betuyging, getuygenis, verklaaring
deposito;onder gelegt, ter hand gestelt, te bewaaren gegeeven, te bewaarenangenomen
depossideren;iemant uyt sijn goed setten, iemant uyt sijn besit setten, uyt hetbesit stooten, uyt het besit weeren
depost;afgelegt
depravatie;verslimmering, verargering, bederving
depraveren;verslimmeren, verargeren, bederven
deprecateur;middelaar, tusschenspreeker, af-bidder, verbidder
deprecatie;af-bidding, verbidding
depreceren;af-bidden, verbidden
depredatie;rooving, berooving, plondering
deprederen;rooven, berooven, plonderen
deprehenderen;vangen, grijpen, angrijpen, vangen op de daad
deprehensie;gewaarwording, bevinding
deputatie;af-sending, af-vaerdiging
Deputatie;peynsing, meyning
deputeerde;
deputeert;af-gesonden, af-gevaerdigt, gemagtigt
Deputeren;af-houwen, af-snijden
deputeren;af-senden, af-vaerdigen, magtigen bevel geeven om iets teverrigten
derivatie;afleyding, af-spruyting, aftrekking
deriveren;afleyden, af-spruyten, aftrekken
derogatie;af-schaffing ten deele, gedeelt af-schaffing, eensdeelse te niet doening,afkeuring ten deele
Derogeren;aftrekken, verminderen, afbreeken, onttrekken, weeren
derogeren;eensdeels te niet doen, ten deele af-schaffen, ten deele afkeuren
desabuseren;weder te regt brengen, uyt den dut helpen
desadvoy;af-stemming, ontkenning, logening
desadvoyeren;af-stemmen, ontkennen, logenen, van geener waarde houden
desarmatie;ontwapening
desarmeren;ontwapenen
desastre;rampspoet, onheyl
desbanderen;ontspannen, los laaten, ontslaan, ontbinden
desborderen;overvloeyen
descendent;afkomeling, siet descendenten
descendenten;afkomelingen, nedergaande maagen, vrienden, in nedergaandemaagschap, die malkander in nedergaande maagschap bestaan, gelijk alskinderen, kinds-kinderen, agter kinds-kinderen, ende soo voorts nederwaartstellende
descendentie;nederdaaling, afgaaning, afkoming, afklimming
descenderen;nederdaalen, afklimmen, afgaan, afkomen
descensie;nederdaaling
desconsolatie;wantroosting
desconsoleren;wantroosten
descourageren;vertsaagen
describeren;af-schrijven, beschrijven, uytschrijven
descriptie;af-schrijving, beschrijving, uytschrijving
desdommagement;schadeloosheyt
desereren;verlaaten, aflaaten
desert;verloop, verloop eens beroeps
desertie van appel;aflaating eens beroeps, verlaating van angevange beroep
desertie;verlaating
desheridatie;onterving
desherideren;onterven
deshortatie;afmaaning
deshorteren;afmaanen
desideratie;verlanging, begeering
desidereren;verlangen, vereyschen, begeeren, gemist worden, vermist worden
designatie;afteykening, beduyding, toewijsing
designeren;afteykenen, anwijsen, beduyden
desisteren;afstaan, afstant doen, aflaaten, ophouden
desmoveren;beweegen, versetten, vervoeren
desobligeren;ontslaan
desobservatie;nalaating, ongebruyk
desobserveren;nalaaten, kwaalijk waarneemen, versuymen, verwaarloosen
desolaat;verlaaten, verwoest
desolate boedel;verlaate boedel, af-gestaane boedel
desolate boedels-kamer;de kamer van de verlaate boedels
desolatelijk;mistrootelijk
desordre;wanschik, wanstal
despage;see-regts-gewijsde
despageren;see-regts-gewijsde geeven
despect;veragting, afsigt, smaad
despenderen;bekostigen, verspillen
despensier;schaf-meester
desperaat;twijffelmoedig, wanhoopig
desperatelijk;wanhoopelijk, twijffelmoedelijk
desperatie;wanhoop, twijffelmoedigheyt
desperatie;wanhooping
despereren;wanhoopen, twijffelen, vertwijffelen
despereren;wanhoopen
despicieren;versmaaden, veragten, afsien
despoticale regering;overheerde heerschappy, overheerde bestiering
dessacratie;ontheyliging
dessacreren;ontheyligen
dessaiseren;ontblooten, ontneemen
dessert;nageregt
dessertje;nageregje
desseyn;opset, voorneemen, toeleg
destinatie;schikking, bestemming, bestelling
destineren;schikken, bestellen
destitueren;ontsetten, verlaaten, verstellen, versteeken
destitutie;verlaating
destituut;versteeken
destructie;verdelging, vernieling, verwoesting
destructijf;verdelliglijk, vernielijk, verwoestelijk
destrueren;verdelgen, vernielen, verwoesten
detectie;ontdekking
detegeren;ontdekken
detenteren;onthouden, ophouden, houden
detentie;vasthouding, besetting, gevangenhouding, in bedwanghouding,ophouding, onthouding, bewaaring, gevangenis
deterioratie;verargering, verslimming
deterioreren;verargeren, verslimmen
determinatie;afpaaling, bepaaling, afsteeksel besluyt
determineren;afpaalen, bepaalen, besluyten
detestatie;af-sweering, vloek, vervloeking, af-schrik, verfoeying, vlieding,schouwing
detesteren;vervloeken, af-sweeren, voor grouwel houden, afgrouwen, vlieden,verwerpen
detineren;ophouden, onthouden, vast houden, gevangen houden, in bedwanghouden, besetten
detorqueren;ontwenden, omkeeren, verdraayen, krommen, ombuygen
detorsie;omwending, omkeering, verdraaying, ombuyging
detracteren;aftrekken, onttrekken, af korten
detractie vande falcidische portie;maakingkorting van het vierde gedeelte derervenis, aftrekking van het vierde gedeelte der ervenisse
detractie vande trebellianische portie;overhandsche erffenis korting, erf kortingvan het vierde gedeelte eener overhandsche erffenis
detractie;aftrekking, onttrekking, af korting
detraheren;aftrekken, onttrekken, wegneemen, afkorten
deus;twee
deuternomium;tweede-wet
devaliseert;beschadigt, ontreddert
devaliseren;struykrooven, stroopen
devalleren;neerlaaten, afsinken, sakken
devastatie;verwoesting, vernieling
devasteren;verwoesten, vernielen
deviatie;afgaaning vande weg, afdwaaling
devijs;sin-spreuk
deviseren;gesprek houden, kouten, praaten
devoir;pligt, pligt-schuld
devolatie;afvlieging
devoleren;afvliegen
devolutie;afgang, afkoming, ontwinding, vermindering, verloop
devolveren;toekomen, afkomen, uyt de gewoonte komen
devoot;andagtig, eerbiedig
devoratie;opslokking, verslinding
devoreren;opslokken, verslinden
devotie;andagt, eerbieding, eerbiedigheyd
devotieus;andagtig, eerbiedig, Godsdienstig
devoueren;verlaaten, vervloeken
devoveren;toewenschen, toewyen
dexteriteyt;geswindheyd, behendigheyd
diabel;lasteraar, beschuldiger, aanklaager
diaconyweeshuys;het gemeente armeweeshuys
diademe;Konings kroon, windsel
diaken;dienaar
diakony;dienaarschap, bediening
dialect;wijs van spreeken, de uytspraak eenes taals, eygenschap van idertaal in de uytspraak
dialectica;de redenkonst, de konst van welspreekentheyd
dialoge;tsaamenspraak, tweespraak
diameter;middelstreep, midstreep
diaphragma;het middel-schot, middel rift, af-schutsel
diastole;verlanger
diatribe;ommegang, gewoonte, oeffening, tijdkorting, by-eenkomst,tsaamenspraak
dictamen;voorspelling, voordigting
dictateur;opper-gesaghebber, opper-bevelhebber, oppervoogd, opperkrijgs-overste in den Oorlog
dicteren;voorleesen, voorseggen ’t geen iemant schrijft, bewoorden,voorspellen, voorstellen, voordigten, digten
dictionaris;woord-boek, woorde-schat
dictum;kort begrijp van gewijsde, sonder byvoeginge van redenen ofmiddelen
diffamatie;eer-rooving, naam-schending
diffameerde;eer-geroofde, naam-geroofde, naam-geschondene, onteerde
diffameert;ge-eerrooft, genaam-rooft, onteert
diffameren;eer-rooven, naam-rooven, naam-schenden, onteeren, agterklappen,schande naar seggen
different zijn;verschillig zijn, verschillend zijn
different;verschillig, verschillend, onderscheydend
differentie;verschil, onderscheyd, verscheydenheyd, twist-saak
Differeren;verlengen, uytstellen, uytsetten
differeren;verscheelen, verschillen, niet over komen, niet gelijken
difficil;swaar, moeyelijk, swaar om doen
difficulteit;swaarigheyd, swaardoenlijkheyd, moeyte, hindernis, letsel
difficulteren;swaarigheyd maaken
diffidentie;wantrouw, ongeloof
diffinieren;
diffinitie;
diffinitijf vonnis;soek vonnis definitijf
diffinitijf;
diffinitive sententie;
diffinitivelijk;
diffringeren;verbreeken
diffugeren;afvlieden, ontvlugten
diffunderen;vergieten, verplengen, uytspreyden
digereren;verdouwen, verteeren
digestie;verdouwing, verteering
digniteyt;waardigheyd, waardy, ansien, staat
digressie;buytentred, uytstap, uyttreeding, uytstapping, uytloop, aftreeding
Digressie;uytspanning, uytweyding
dijudicatie;agting, onderscheyding, onderkenning, oordeeling
dijudiceren;onderscheyden, onderkennen, oordeelen, agten
dilaberen;vergaan, vervallen
dilapidatie;verslemping, verteering, doorbrenging, verkwisting
dilapideren;doorbrengen, verkwisten, verslempen, verteeren
dilatatie;uytspanning, wijdmaaking
dilateren;uytspannen, wijdmaaken
dilatie;uytstel, uytstel des gedings, siet dilay
dilatoir;uytstellig, uytsettig, verlengig
dilatoire exceptie;
dilay;uytstel, uytstel des gedings
dilayen;sleepingen, vertoevingen, beletselen, verhinderingen, waar door eengeding veragtert word
dilayeren;uytstellen, verlengen, vertrekken, sleepende houden
dilectie;liefde, lieving
diligent;naerstig, gauw, vlijtig
diligenteren;benaerstigen, bevlijtigen
diligeren;lieven, lief hebben, beminnen, gunste draagen, gunstig zijn
diliratie;raaskalling
dilireren;raaskallen
dilueren;afspoelen, overspoelen, nat maaken, vogtig maaken, weyken
diluvie;overspoeling, overvloeying, overwatering, water-vloed
dimembreren;ontleden, afsnijden
dimensie;meeting, afmeeting
diminueren;aftrekken, verminderen, verkleynen, kleynder maaken
diminueren;enkelen, breeken, sie fringoteren
diminutie;vermindering, verkleyning, aftrekking, afslag
diminutien;overleggen
dimissie;ontslaaging, vrylaating, vrystelling
